hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
Resort Hotel,0,31,2015,November,45,2,3,10,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,Philip Lester,Philip_Lester28@verizon.com,106-201-2898,************6840
Resort Hotel,0,31,2015,November,45,2,3,10,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,Christopher Woods,Christopher.W@verizon.com,536-632-1326,************5184
Resort Hotel,0,36,2015,November,45,7,2,6,2,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,43.2,0,0,Check-Out,15-11-2015,Steven Murphy,Steven.Murphy@zoho.com,259-023-8856,************9838
Resort Hotel,0,31,2015,November,45,2,3,10,2,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,4,No Deposit,185.0,281.0,0,Transient-Party,43.2,0,0,Check-Out,15-11-2015,Alex Stevenson,AlexStevenson70@gmail.com,151-249-3907,************2960
Resort Hotel,0,35,2015,November,45,6,2,7,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,15-11-2015,Thomas Blair,Blair.Thomas@aol.com,487-737-8614,************2128
Resort Hotel,0,31,2015,November,45,2,3,10,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,4,No Deposit,185.0,281.0,0,Transient-Party,43.2,0,0,Check-Out,15-11-2015,Whitney White,White_Whitney@aol.com,446-951-7832,************5382
Resort Hotel,0,35,2015,November,45,6,2,7,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,Angela Matthews,Angela.Matthews@zoho.com,985-462-7400,************2625
Resort Hotel,0,35,2015,November,45,6,2,7,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,15-11-2015,Paul Acevedo,Acevedo_Paul18@yandex.com,622-359-8698,************8136
Resort Hotel,0,37,2015,November,46,8,2,5,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,E,E,1,No Deposit,185.0,281.0,0,Transient-Party,58.2,1,0,Check-Out,15-11-2015,Matthew Short,Matthew_Short@comcast.net,767-773-4594,************9852
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,Anthony Byrd,AByrd@yandex.com,103-809-7307,************4247
Resort Hotel,0,35,2015,November,45,6,2,7,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,58.2,1,0,Check-Out,15-11-2015,Scott Nichols,Scott_N@xfinity.com,850-205-5228,************6195
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,Anna Thompson,Thompson_Anna@xfinity.com,315-320-1800,************1915
Resort Hotel,0,36,2015,November,45,7,2,6,2,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,E,E,1,No Deposit,185.0,281.0,0,Transient-Party,53.45,0,0,Check-Out,15-11-2015,Eric Chapman,EricChapman70@att.com,418-762-3477,************3164
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,Melanie Castillo,Melanie_Castillo34@hotmail.com,639-835-4681,************7451
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,Cheryl Vasquez,Vasquez.Cheryl@yahoo.com,965-414-4701,************4707
Resort Hotel,0,41,2015,November,46,12,0,3,2,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,D,3,No Deposit,185.0,281.0,0,Transient-Party,49.2,1,0,Check-Out,15-11-2015,Luis Curry,LuisCurry94@att.com,574-585-3851,************7950
Resort Hotel,0,41,2015,November,46,12,0,3,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,1,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,15-11-2015,Jessica Anderson,Jessica.Anderson@comcast.net,157-786-0368,************8176
Resort Hotel,0,31,2015,November,45,2,3,10,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,Robert Lane,Lane.Robert@att.com,193-449-2198,************2680
Resort Hotel,0,34,2015,November,45,5,2,8,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,Karen Garrett,Karen_G@protonmail.com,469-667-4900,************8880
Resort Hotel,0,19,2015,November,46,14,0,1,2,0.0,0,BB,CZE,Corporate,Corporate,0,0,0,A,A,0,Non Refund,328.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,15-11-2015,Yolanda Mendoza,Yolanda_M27@comcast.net,782-625-4660,************2685
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,John Clark,John_C67@xfinity.com,184-871-9180,************2883
Resort Hotel,0,15,2015,November,45,6,2,7,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,15-11-2015,Jessica Combs,JessicaCombs@aol.com,927-785-9223,************1596
Resort Hotel,0,37,2015,November,46,8,2,5,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,Kelli Jackson,Kelli.Jackson60@verizon.com,314-220-7919,************4701
Resort Hotel,0,34,2015,November,45,5,2,8,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,4,No Deposit,185.0,281.0,0,Transient-Party,37.6,0,0,Check-Out,15-11-2015,Derrick Krause,Krause_Derrick@aol.com,246-865-3436,************3477
Resort Hotel,0,25,2015,November,45,4,3,9,2,0.0,0,BB,CZE,Corporate,Corporate,0,0,0,A,A,2,No Deposit,328.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,16-11-2015,Richard Allen,Allen.Richard@aol.com,592-647-9318,************9981
Resort Hotel,0,12,2015,November,45,3,3,10,2,0.0,0,BB,USA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,328.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,16-11-2015,William Randolph,William_Randolph@mail.com,724-075-0139,************5246
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,CZE,Corporate,Corporate,0,0,0,A,A,5,No Deposit,328.0,281.0,0,Transient,40.0,0,0,Check-Out,16-11-2015,Dave Lopez,Dave.L@gmail.com,571-429-5281,************7540
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,CHE,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,16-11-2015,Sara Clark,Sara_C58@att.com,950-709-8987,************7030
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,16-11-2015,Nicole Dickerson,Nicole.Dickerson@zoho.com,961-392-9860,************4187
Resort Hotel,0,24,2015,November,45,3,3,10,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,16-11-2015,Isaac Spencer,IsaacSpencer@yahoo.com,169-937-1817,************9120
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,16-11-2015,Jesse Lewis,Jesse.L@protonmail.com,797-193-5403,************1963
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,16-11-2015,Shelley Myers,Myers.Shelley@aol.com,796-467-3335,************7994
Resort Hotel,0,36,2015,November,45,7,3,6,1,0.0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,3,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,16-11-2015,Ashley Burgess,Ashley_B15@zoho.com,360-847-6253,************8441
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,16-11-2015,Katie Hardin,Katie_H22@aol.com,176-999-4391,************3777
Resort Hotel,0,24,2015,October,44,26,7,15,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,G,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,17-11-2015,David Martinez,David_Martinez30@comcast.net,792-028-3711,************8052
Resort Hotel,0,31,2015,November,45,2,5,10,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,17-11-2015,Sheryl Bradshaw,Sheryl.Bradshaw@yahoo.com,662-022-2275,************9406
Resort Hotel,0,24,2015,October,44,26,7,15,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,G,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,1,0,Check-Out,17-11-2015,Elizabeth Duran,Elizabeth.Duran@verizon.com,619-246-3355,************8599
Resort Hotel,0,31,2015,November,45,2,5,10,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,G,2,No Deposit,185.0,281.0,0,Transient-Party,57.0,1,0,Check-Out,17-11-2015,Todd Anderson,TAnderson@hotmail.com,674-964-4141,************4244
Resort Hotel,0,31,2015,November,45,2,5,10,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,17-11-2015,Kyle Wright,Wright.Kyle@gmail.com,370-635-2205,************2235
Resort Hotel,0,24,2015,October,44,26,7,15,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,F,2,No Deposit,185.0,281.0,0,Transient-Party,58.2,1,0,Check-Out,17-11-2015,Tony James,TJames@comcast.net,372-142-6750,************9501
Resort Hotel,0,31,2015,November,45,2,5,10,2,0.0,0,BB,AUS,Corporate,Corporate,0,0,0,E,E,5,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,17-11-2015,Xavier Torres,Xavier_Torres60@mail.com,271-814-7872,************2703
Resort Hotel,0,1,2017,March,9,1,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,5,A,A,0,No Deposit,250.0,399.0,0,Transient,34.2,0,1,Check-Out,02-03-2017,Jacqueline Burns,Jacqueline.B24@mail.com,151-498-3342,************9912
Resort Hotel,0,0,2015,November,49,30,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,331.0,0,Transient,48.0,0,0,Check-Out,02-12-2015,Robert Briggs,RobertBriggs@yandex.com,862-493-6759,************3393
Resort Hotel,0,8,2016,January,2,5,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,139.0,99.0,0,Transient,38.0,0,0,Check-Out,08-01-2016,Donna Park,Park_Donna@yahoo.com,178-561-8683,************4853
Resort Hotel,0,17,2016,May,19,2,1,0,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,D,D,0,No Deposit,250.0,399.0,0,Transient-Party,81.0,0,0,Check-Out,03-05-2016,Vanessa Taylor,Vanessa.T26@gmail.com,260-145-9233,************9093
Resort Hotel,0,3,2016,February,8,15,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,139.0,99.0,0,Transient,30.0,0,0,Check-Out,18-02-2016,Kimberly Hill,Hill.Kimberly@yandex.com,624-705-6626,************3679
Resort Hotel,0,10,2016,March,12,14,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,2,No Deposit,139.0,99.0,0,Transient,37.0,0,0,Check-Out,17-03-2016,Maria Reyes,Maria.Reyes@gmail.com,723-537-3749,************7838
Resort Hotel,1,4,2016,April,15,4,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,2,No Deposit,139.0,99.0,0,Transient,67.5,0,0,Canceled,04-04-2016,Ryan Foley,Foley_Ryan@att.com,949-918-4430,************4803
Resort Hotel,0,17,2016,May,19,2,1,0,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,D,D,0,No Deposit,250.0,399.0,0,Transient-Party,81.0,0,0,Check-Out,03-05-2016,Randy Oconnor,Oconnor_Randy@yahoo.com,211-014-1119,************1713
Resort Hotel,0,17,2016,May,19,2,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,399.0,0,Transient-Party,81.0,0,0,Check-Out,03-05-2016,Anthony Potts,AnthonyPotts41@gmail.com,988-536-7887,************9718
Resort Hotel,0,2,2016,May,21,15,1,0,1,0.0,0,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,405.0,405.0,0,Group,76.0,1,0,Check-Out,16-05-2016,Shannon Moore,Shannon.Moore60@zoho.com,191-739-0456,************6750
Resort Hotel,0,3,2016,May,21,15,1,0,1,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,D,0,Refundable,405.0,405.0,0,Transient-Party,70.0,0,0,Check-Out,16-05-2016,Lisa Jones,Lisa.Jones38@xfinity.com,913-001-1512,************4323
Resort Hotel,0,0,2016,May,21,15,1,0,2,0.0,0,BB,GBR,Direct,TA/TO,1,0,0,A,D,0,Refundable,405.0,405.0,0,Group,70.0,0,0,Check-Out,16-05-2016,Jennifer Campos,Campos.Jennifer@zoho.com,823-634-2558,************4557
Resort Hotel,0,0,2016,May,21,15,1,0,2,0.0,0,BB,GBR,Direct,TA/TO,1,0,0,A,D,0,Refundable,405.0,405.0,0,Group,70.0,1,0,Check-Out,16-05-2016,Sara Phillips,Phillips_Sara@outlook.com,474-108-5969,************5617
Resort Hotel,0,9,2016,July,28,4,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,360.0,0,Transient-Party,189.0,0,0,Check-Out,05-07-2016,Shaun Bennett,SBennett@protonmail.com,758-161-8584,************5238
Resort Hotel,0,2,2016,July,28,9,0,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,419.0,0,Transient,246.0,0,0,Check-Out,10-07-2016,Tami Huber,THuber@hotmail.com,689-469-1924,************6745
Resort Hotel,0,5,2016,August,36,30,0,4,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,439.0,0,Transient,224.0,0,0,Check-Out,03-09-2016,Natalie Gamble,Gamble_Natalie@hotmail.com,355-468-0482,************8406
Resort Hotel,0,154,2016,September,37,5,2,5,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,C,C,5,No Deposit,250.0,442.0,0,Transient,212.6,0,2,Check-Out,12-09-2016,Denise Ellis,DeniseEllis@mail.com,977-529-2779,************3773
Resort Hotel,0,3,2016,November,49,28,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,146.0,184.0,0,Transient,43.0,0,0,Check-Out,29-11-2016,Lindsey Trujillo,LindseyTrujillo@verizon.com,589-345-2135,************7504
Resort Hotel,0,1,2016,November,49,28,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,485.0,0,Transient,43.0,0,0,Check-Out,29-11-2016,Jeffrey Jones,Jeffrey.J51@protonmail.com,500-339-8798,************3270
Resort Hotel,0,5,2016,December,52,21,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,184.0,146.0,0,Transient,43.0,0,0,Check-Out,22-12-2016,Julia Lucas,Lucas.Julia@aol.com,521-401-0260,************7260
Resort Hotel,0,3,2016,December,52,23,0,1,1,0.0,0,BB,BGR,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,499.0,0,Transient,44.0,0,0,Check-Out,24-12-2016,Adrian Page,Page_Adrian@verizon.com,292-602-7570,************3461
Resort Hotel,0,5,2017,January,1,2,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,29.0,0,Transient-Party,40.4,1,1,Check-Out,06-01-2017,George Silva,Silva.George@outlook.com,580-875-3527,************3066
Resort Hotel,0,5,2017,January,1,2,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,29.0,0,Transient-Party,40.4,1,1,Check-Out,06-01-2017,Ashley Anderson,Anderson.Ashley25@comcast.net,220-666-4513,************5482
Resort Hotel,0,6,2017,January,4,24,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184.0,146.0,0,Transient,43.0,0,0,Check-Out,25-01-2017,Michael Clark,MClark@mail.com,422-932-6914,************2521
Resort Hotel,0,18,2017,January,5,30,1,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,268.0,0,Transient-Party,53.0,0,1,Check-Out,01-02-2017,Natalie Cox,Cox_Natalie93@yahoo.com,249-290-5408,************3395
Resort Hotel,0,40,2017,March,10,7,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,184.0,126.0,0,Transient,0.0,0,0,Check-Out,07-03-2017,William Miller,William_M@protonmail.com,552-485-9799,************5964
Resort Hotel,0,70,2017,March,10,8,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,242.0,0,Transient,66.5,0,1,Check-Out,12-03-2017,Tonya Williams,Tonya.Williams72@verizon.com,604-958-8992,************9495
Resort Hotel,0,228,2017,June,23,6,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143.0,436.0,0,Group,87.13,0,0,Check-Out,13-06-2017,Mary Mullins,Mary.Mullins@mail.com,670-574-2974,************8890
Resort Hotel,0,222,2017,June,24,13,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143.0,436.0,0,Transient,96.4,0,0,Check-Out,20-06-2017,Alyssa Jenkins,Jenkins_Alyssa@hotmail.com,523-602-6985,************8456
Resort Hotel,0,151,2017,July,28,10,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,40.0,0,Contract,163.4,0,0,Check-Out,17-07-2017,Andrea Parrish,AndreaParrish@protonmail.com,380-340-2040,************1825
Resort Hotel,0,10,2017,August,32,11,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,40.0,0,Contract,135.0,0,3,Check-Out,18-08-2017,Walter Cox,Cox_Walter83@xfinity.com,752-220-6710,************7377
Resort Hotel,0,12,2017,August,33,13,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,40.0,0,Contract,135.0,0,1,Check-Out,27-08-2017,Garrett Ball MD,Garrett.M@att.com,983-605-8026,************7698
City Hotel,0,0,2015,August,33,9,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,9.0,0,Transient,105.0,0,0,Check-Out,10-08-2015,Jeffery Newman,Jeffery.N@protonmail.com,659-858-6157,************1591
City Hotel,0,1,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,9.0,0,Contract,105.0,0,1,Check-Out,12-08-2015,Ronald Diaz,Ronald_D90@yahoo.com,836-387-5141,************9491
City Hotel,0,1,2015,August,33,10,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,9.0,0,Transient,114.0,0,0,Check-Out,12-08-2015,Kelsey Anthony,Kelsey.Anthony@zoho.com,386-847-8592,************9410
City Hotel,1,1,2015,August,33,10,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,9.0,0,Transient,105.0,0,0,Canceled,09-08-2015,James Mooney,JamesMooney@gmail.com,651-677-7571,************1939
City Hotel,0,0,2015,August,33,10,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,9.0,0,Transient,115.0,0,0,Check-Out,14-08-2015,John Johnson,John.J44@aol.com,726-342-2191,************3550
City Hotel,0,0,2015,August,33,10,1,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,9.0,0,Transient,114.0,0,0,Check-Out,14-08-2015,Janice Jones,Janice_Jones@outlook.com,991-763-4389,************1985
City Hotel,0,0,2015,August,33,10,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,E,2,No Deposit,9.0,9.0,0,Transient,115.0,0,0,Check-Out,14-08-2015,Melissa Rodriguez,Melissa_Rodriguez80@yandex.com,616-052-8547,************2219
City Hotel,0,0,2015,August,33,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,9.0,0,Transient,85.0,0,0,Check-Out,15-08-2015,Denise Curtis,Denise_Curtis@aol.com,270-341-8869,************7728
City Hotel,0,0,2015,August,33,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,9.0,0,Transient,85.0,0,0,Check-Out,15-08-2015,Jeffery Solis,Solis_Jeffery34@protonmail.com,706-549-3441,************6471
City Hotel,0,1,2015,August,36,31,1,4,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,9.0,0,Contract,92.0,0,2,Check-Out,05-09-2015,Michael Watson,Watson_Michael@xfinity.com,852-453-7812,************2755
City Hotel,0,19,2015,September,39,20,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,1,No Deposit,14.0,84.0,0,Transient,124.0,0,0,Check-Out,21-09-2015,Fred Bush,Bush.Fred19@aol.com,957-660-3016,************6677
City Hotel,1,1,2016,January,3,16,0,1,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,14.0,0,Transient,108.0,0,0,No-Show,16-01-2016,Charles Gonzalez,Gonzalez.Charles@xfinity.com,709-510-6007,************2523
City Hotel,0,1,2015,August,35,24,1,0,2,1.0,0,BB,PRT,Online TA,TA/TO,1,0,2,D,D,2,No Deposit,9.0,9.0,0,Transient,123.5,0,3,Check-Out,25-08-2015,Paula Todd,Paula_T@hotmail.com,176-104-5144,************7859
City Hotel,0,4,2016,October,42,14,0,2,2,1.0,0,BB,PRT,Complementary,Direct,1,0,7,A,D,1,No Deposit,45.0,45.0,0,Transient,0.0,0,1,Check-Out,16-10-2016,Kimberly Davis,Davis_Kimberly@zoho.com,690-334-3443,************1566
City Hotel,0,0,2016,January,1,2,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,85.0,85.0,0,Transient,72.0,0,0,Check-Out,03-01-2016,Adam Chase MD,Adam_MD34@outlook.com,622-132-6863,************1119
City Hotel,0,1,2016,January,3,16,0,1,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,14.0,14.0,0,Transient,94.0,0,0,Check-Out,17-01-2016,Sean Butler,Butler.Sean@comcast.net,913-514-6035,************7270
City Hotel,0,11,2017,May,19,9,0,2,1,0.0,0,BB,ITA,Offline TA/TO,TA/TO,1,0,1,D,D,0,No Deposit,290.0,148.0,0,Group,110.0,0,1,Check-Out,11-05-2017,Donald Bell,Donald_B@outlook.com,753-163-6266,************5863
City Hotel,0,14,2017,May,22,30,0,3,1,0.0,0,BB,ITA,Offline TA/TO,TA/TO,1,0,2,A,A,0,No Deposit,290.0,186.0,0,Transient-Party,95.0,0,1,Check-Out,02-06-2017,Courtney Allen,CAllen@yahoo.com,700-524-6650,************6975
City Hotel,0,131,2016,July,29,11,1,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,273.0,0,Transient,101.15,0,1,Check-Out,16-07-2016,Bryan Raymond,Bryan_Raymond15@comcast.net,289-480-3699,************2689
City Hotel,0,25,2016,September,38,12,1,0,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,301.0,0,Transient-Party,108.0,0,2,Check-Out,13-09-2016,Daniel Thompson,Daniel.Thompson@yandex.com,340-243-3245,************9241
City Hotel,0,3,2016,September,39,22,0,1,2,0.0,0,BB,MEX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,313.0,0,Transient,194.0,0,2,Check-Out,23-09-2016,Adam Gordon,Adam.Gordon@xfinity.com,923-107-2111,************6632
City Hotel,0,6,2016,September,40,25,2,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,312.0,0,Transient,159.0,0,2,Check-Out,28-09-2016,Jennifer Morris MD,JenniferMD@yandex.com,455-007-1916,************8117
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,21-10-2016,Jennifer Morales,Jennifer_M32@zoho.com,649-082-0564,************2766
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,21-10-2016,Eric Browning,Browning.Eric83@verizon.com,389-460-4567,************2132
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,21-10-2016,Seth Castaneda,Seth.Castaneda80@att.com,175-963-3971,************7004
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,21-10-2016,Paul Douglas,Paul_D@att.com,686-068-7315,************4145
